Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
529,0.522200176,0,0.293650509,0.043373559,0,0.565570467,0.063306621,0.02524581,0,0,0.168581275,0,0,0.164910013,0,0.316375123,0,0.024496898,0.236677695,0,0,0,0.002,0.435112196,0.89980031,2.424388146
530,0.840053667,0,1.150334047,0,0.047242351,0.323315891,0.265545669,0,0,0,0.237600054,0,0.041363596,0.475057722,0,0.18789832,0,0,0,0.346898085,0,0,0,0.53416088,0.845972885,3.915309403
531,0.135685305,0,0.813647485,0.02671788,0.224064595,0.170396637,0,0,0,0,0.124781461,0,0.026381726,0.217908481,0,0.210698324,0,0,0,0,0,0,0.244,0.070844021,1.135973464,1.950281893
532,0.115356364,0,0.268350618,0,0.049643885,0.366036086,0.095256231,0,0,0,0.197288892,0,0.030614605,0.322287056,0,0.16554359,0,0.020562317,0,0.247901491,0.075471658,0,0.014,0.277523798,0.971104951,1.954312792
533,0,0,0.959457462,0,0.286698397,0.068227275,0.422672928,0,0,0,0.251943513,0,0.014541483,0.284677268,0,0.007572982,0,0.013065874,0,0,0,0.016619833,0.004,0.372039695,0.951259447,2.325477014
534,0.388117089,0,0.548027665,0.088870318,0.200439478,0.081911289,0,0.281976715,0,0,0.06234204,0,0,0.457235721,0,0.042611401,0,0,0,0.411186294,0.074140706,0.518390786,0.002,0.438172887,0.899095827,3.155249501
535,0,0.14261408,0.115158075,0.050540126,0,0.213640958,0,0.066203147,0.009956197,0,0.122649327,0,0,0.400017391,0.04784368,0.134917189,0,0,0,0.341528587,0.104757094,0.049172471,0.052,0.147518039,1.033306537,1.798998324
536,0.19503451,0,0.413329858,0,0.09951848,0.027784133,0,0.069289385,0,0,0,0.016540146,0,0.401490586,0,0.221201872,0,0,0,0.083040491,0.040025076,0,0.036,0.166823005,1.054184285,1.567254536
537,0,0.139005969,0.033734356,0,0.159070257,0.263951058,0,0,0,0,0.138048359,0,0,0.313172916,0,0,0,0.06586765,0,0.281756484,0,0.069132648,0.992,-0.057825275,1.122207453,1.463739698
538,0,1.160066864,0.794052376,0,0,0.557843583,0.030591025,0,0,0,0.300676091,0,0.018459484,0.165830019,0,0.204338009,0,0.103218338,0,0.394117352,0.119260433,0,0,0.619423707,0.788474939,3.848453575
539,0.068232861,0.145192196,0.881241345,0,0.469938204,0.3287434,0,0,0,0,0.195763968,0,0.004462287,0.073571651,0,0.227086735,0,0,0,0.115759948,0,0,0,0.48834639,0.87582269,2.509992595
540,0.140016644,0.045248907,0.155082099,0.020826663,0,0.098156674,0,0.149151946,0,0,0,0.098327425,0.202366557,0.964412173,0.003745743,0.091959523,0,0,0,0.242906888,0,0,0.016,0.233353512,1.015814907,2.212201243
541,0,0.164647434,0.285149442,0,0.05435137,0.195611041,0.037940344,0,0,0,0.144878513,0,0,0.614748486,0,0.141883149,0,0,0,0.118087367,0.037775248,0.009331249,0.034,0.18282018,1.028222797,1.804403642
542,0.993107814,0,0.217645183,0,0,0,0,0.004124132,0.172215016,0.043667643,0.112824848,0,0,0.732857356,0,0.029443368,0,0,0,0.002433349,0.044503891,0,0,0.488931913,0.878578142,2.3528226
543,0.330855748,0,0.193054698,0.169855114,0,0.380181099,0.038460379,0.029416656,0,0,0.399617418,0,0.131615969,0.56756931,0,0.255501632,0,0,0,0.351297345,0.084447786,0.002976633,0.014,0.268307982,0.976778547,2.934849786
544,0.299309981,0,0.177960341,0.199563185,0,0.57296374,0.084758519,0.04319251,0,0,0.207953136,0,0,0.387813749,0.012768721,0.141668883,0,0,0,0.314626088,0,0.036473265,0.014,0.283576907,0.971016224,2.479052118
545,0,0.417000135,0.432301057,0.051417564,0,0.501519681,0,0.060203199,0,0,0.343538029,0.047623433,0.215868575,0.104912234,0.2938909,0,0,0.044204238,0.162955454,0,0.058990534,0,0.016,0.252964247,0.987984104,2.734425034
546,0,0.062634735,0.412207528,0.381992582,0,0,0.243188737,0.124897752,0.25431666,0,0.505841856,0,0,0,0.042848317,0.42801631,0.092875621,0.001814181,0,0.701915265,0,0.033188223,0.014,0.285521928,0.973754397,3.285737768
547,0.370400753,0,1.410825864,0.30141734,0,0.139537476,0.195027047,0,0,0,0.082220078,0,0,0.025083109,0,0.072858561,0,0.049825444,0,0.00011253,0,0.077121927,0,0.568205956,0.845190756,2.72443013
548,0.321205855,0,0.488113097,0,0,0.485681629,0.118366841,0,0,0,0.141427934,0,0.051829344,0.336886778,0.001199323,0.045833229,0,0,0,0.201631508,0.110326806,0,0.002,0.439346991,0.898386114,2.302502344
549,0.315667426,0,0.642165751,0,0.092050976,0.295040576,0,0,0,0,0,0.101273365,0.131213187,0.07502739,0,0,0.084304804,0.051186908,0,0.069651805,0.008796974,0,0.036,0.176930302,1.06891967,1.866379162
550,0.449399229,0,0.371887459,0.073966784,0,0.575293665,0.149656035,0.053001559,0,0,0.314578006,0,0.135341939,0.418719778,0,0.1151392,0,0,0,0.013371969,0.003138301,0,0.002,0.402309714,0.916527799,2.673493923
551,0.853827494,0,0.705861587,0.246746781,0,0.594054997,0.160704787,0.049340285,0,0,0.333952643,0,0.065490704,0.154289245,0,0.028414097,0,0,0,0.259728127,0.001316336,0,0,0.514113473,0.857550779,3.453727083
552,0,0.116115343,0.13928899,0.030373372,0,0.343654437,0.180365474,0.082401189,0,0,0.069757811,0,0,1.125043971,0.18402526,0.210214124,0,0,0,0.261137654,0,0,0.006,0.343034968,0.953228737,2.742377625
553,1.707837857,0,0.424377685,0,0,1.211278144,0.106698619,0.324508413,0,0,0.031907407,0,0.094018954,0.26189037,0.025101784,0.415730447,0,0.077378484,0.061758874,0.102886403,0.03648799,0,0,0.491007481,0.870956255,4.881861431
554,0.065592184,0.023813565,0.227569623,0,0,0.545846388,0,0,0,0,0.166960581,0,0.051754712,0.396322833,0,0.151972768,0,0.015783773,0,0.256792593,0,0,0.036,0.164426637,1.02324483,1.902409019
555,0.168469233,0,0.23963507,0.027536852,0,0.205390137,0.013353717,0.013273426,0.066413718,0,0.035385696,0,0.01200537,1.393559802,0.033936912,0.114289872,0,0,0,0.036484131,0,0,0,0.453665984,0.905932248,2.359733937
556,2.240537051,0,0.571930246,0.265562411,0.176127242,0.51648914,0.213703962,0.201083359,0.27667441,0,0.20924496,0,0.122575589,1.934725437,0.11739415,0.599293417,0,0,0,0.752951169,0,0,0.002,0.429047129,0.903996652,8.198292543
557,0.049883304,0,0.434778834,0,0,0.381117545,0.051700614,0,0,0,0.061409203,0,0,0.416185741,0,0.193532116,0.002468159,0.038381627,0,0.286236665,0,0.051152385,0.06,0.143565492,1.040861139,1.966846191
558,0.287911957,0,0.646818744,0,0,0.442974338,0,0.02505732,0.099149036,0,0.195573967,0,0,0.88375852,0,0.306654364,0,0.029861778,0,0.39044965,0,0,0.004,0.358364432,0.941461236,3.308209673
559,0.522275691,0,0.311469584,0.130432787,0,0.001510382,0,0.241221435,0.137389109,0,0,0.104624502,0.032981165,1.448139148,0.04621169,0.246550575,0,0,0,0.246331354,0,0,0.006,0.349441777,0.952640273,3.469137422
560,0.165371848,0,0.383933526,0,0,0.352596955,0.083675463,0,0,0,0.040262191,0,0.133029523,0.208476282,0.010278151,0.161165767,0,0,0,0.143206789,0.004052121,0,0.008,0.333299915,0.950608897,1.686048615
561,0.303353657,0,0.326018373,0,0,0.419022501,0,0.035719491,0.144724489,0,0.227656219,0,0,0.805662872,0,0.345084416,0,0.020473648,0,0.473883313,0,0,0.01,0.304373533,0.964913368,3.10159898
562,0.43257209,0,0.135455239,0.031371704,0,0.66380581,0,0,0,0,0,0.165928309,0.088962442,0.008910928,0,0.090285798,0,0.053001764,0,0.368545059,0.011584419,0,0.014,0.266941578,0.988464749,2.050423563
563,0.863041658,0,0.685509052,0,0,0.247891474,0,0.049786144,0,0,0.157000906,0,0.078535597,0.19258881,0,0.036062383,0,0,0.071493607,0.182616789,0,0,0,0.561094648,0.8306656,2.564526419
564,0.188275594,0,0.389407388,0,0.119532133,0.133964372,0.255081779,0,0,0,0.272193487,0,0.115885633,0.16110501,0,0,0,0.002736572,0,0.098335797,0,0,0.036,0.172150213,1.030787269,1.736517765
565,0.274946456,0,0.278784239,0.101527709,0,0.559162561,0,0.006494115,0,0,0.217249036,0,0,0.664116891,0.00531938,0.214639363,0,0,0.093252074,0.152119345,0,0.006579323,0.008,0.319313263,0.955527045,2.574190492
566,0,0.120982806,0.274880385,0.031401906,0.280690776,0.204501956,0,0,0,0,0.202174437,0,0.001324699,0.478381501,0.005408161,0.146987142,0,0,0,0.177232453,0.012359718,0,0.412,0.037117312,1.080248965,1.93632594
567,0.16373397,0,0.755998114,0,0.142649388,0.136465252,0,0,0.01508185,0,0.079719146,0,0,0.508505872,0,0.17557586,0,0,0,0.102386367,0,0,0,0.518440721,0.857731905,2.08011582
568,0,0.610358948,0.184052506,0,0.017351865,0.813910974,0.03489614,0,0,0,0.191204189,0,0.065189548,0.190430568,0,0.080477283,0.064006745,0.029454762,0,0.2406944,0.052697038,0,0.002,0.449732199,0.892495864,2.574724966
569,0.088375323,0,0.434631161,0,0.081642048,0.290592595,0,0,0,0,0.13806071,0,0.003989075,0.30743139,0,0.057361371,0,0.039375286,0,0.337631961,0.063383653,0.046523367,0.008,0.333108923,0.952762267,1.888997939
570,0.354218639,0,0.623374786,0.429769034,0,0.937003294,0,0.152332375,0,0,0,0.070087934,0.240305614,0.237535237,0.028632887,0.515041576,0,0.030652271,0,1.091688337,0.051113455,0.012812063,0.01,0.31072655,0.960225287,4.774567504
571,0.015586088,0.204439373,0.268914137,0.006709616,0,1.017842942,0.00635205,0,0,0,0.0319077,0,0.083434546,0.163742881,0.010102274,0.254186295,0.069163759,0,0.168630938,0.064884212,0,0,0.012,0.302433402,0.960659778,2.365896811
572,0.15490027,0,0.43421379,0,0,0.550223209,0,0,0,0,0.200021825,0,0,0.332387074,0,0.151817401,0,0,0,0.384803012,0,0,0.006,0.338990838,0.949293947,2.208366582
573,0.090452471,0,0.381957878,0.044810997,0.007559607,0.077173278,0.034001101,0.214607774,0.034710726,0,0.069260606,0.106400328,0.001248633,0.231068166,0.178586885,0.183175037,0.015411371,0,0,0.400466556,0.007043426,0,0.01,0.309746377,0.963726687,2.077934841
574,0.148471366,0.023683927,0.374353727,0.291954595,0,0.71190649,0.11147641,0.147143888,0,0,0.256042111,0,0.082208134,0.42073728,0,0.08009431,0,0,0,0.659564827,0.129349885,0,0.014,0.28400431,0.971970428,3.43698695
575,0.105024642,0,0.380392702,0.019583031,0,0.821617663,0.143205985,0,0,0,0.170722693,0,0.08364532,0.114365814,0,0.094841033,0.041216297,0.000105958,0,0.181770575,0.036927541,0,0.014,0.2784543,0.974242374,2.193419251
576,0.240884934,0,0.109488461,1.022463478,0,0,0,0.644278626,0,0,0,0,0.871858427,0.093782049,0,0,0,0.110569179,0,0.201409971,0,0.116367896,0.562,0.012031804,1.095069278,3.41110302
577,0.108536367,0,0.189724076,0,0,0.722187767,0.098736536,0,0,0,0.098541301,0,0.049030418,0.521052485,0.005754905,0.15225644,0,0.020075052,0,0.423463781,0.163928148,0.035921079,0.032,0.18770233,1.01172195,2.589208356
